Прізвище,Ім'я,По батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email
Приходько,Тетяна,Марківна,female,1953-09-21,Тестувальник,селище Заліщики,"провулок Морехідна, буд. 9, Здолбунів, 06558",+380 (72) 603-75-98,tandriienko@example.com
Баранник,Кирило,Костянтинович,male,1974-03-01,Архітектор,хутір Новодружеськ,"провулок Скидановська, буд. 43 кв. 7, Брянка, 30126",+380 38 403-62-79,wholoborodko@example.net
Сич,Зорян,Ярославович,male,1958-11-22,Аудитор,село Герца,"набережна Деревообробний 5-й, буд. 42 кв. 591, Новомосковськ, 92309",+380 43 498 96 16,evasylechko@example.com
Цибуленко,Станіслав,Іванович,male,2004-07-23,PR-менеджер,місто Ямпіль,"узвіз Дзвінка, буд. 512, Гірник , 37449",+380 82 019-29-12,wzhuchenko@example.org
Бабак,Емілія,Мар'янівна,female,1978-03-19,HR-менеджер,село Верхівцеве,"узвіз Людмили Гінзбург, буд. 13 кв. 8, Прип'ять , 08359",072 966-43-67,leonid91@example.net
Фурс,Камілла,Володимирівна,female,1945-02-04,Аналітик даних,селище Гайсин,"вулиця Привокзальна, буд. 44 кв. 60, Пирятин, 75788",+380 85 597 94 80,suprunenkoiaroslav@example.org
Височан,Аркадій,Максимович,male,1981-12-09,HR-менеджер,місто Єнакієве,"сквер Український 2-й, буд. 6 кв. 5, Марганець , 09688",407-02-99,chernenkovasyl@example.com
Ватаманюк,Хома,Данилович,male,1996-12-24,PR-менеджер,селище Заліщики,"провулок Амурський 3-й, буд. 795, Тульчин, 37051",+380 65 250-85-64,vaverchenko@example.org
Перебийніс,Анжела,Ярославівна,female,1946-07-11,Дизайнер,хутір Чорнобиль,"сквер Штурманська, буд. 83, Яготин, 77719",694 20 88,stefan98@example.org
Жарко,Віолетта,Михайлівна,female,1945-11-11,Менеджер з маркетингу,місто Київ,"шосе Пастера, буд. 455, Добромиль, 80682",+380 (42) 801-22-76,hhaidamaka@example.net
Єресько,Аркадій,Васильович,male,1960-02-12,Менеджер з продукту,місто Білопілля,"проспект Степана Олійника узвіз, буд. 0 кв. 755, Стебник, 35564",568 98 26,bashpolchenkoiaroslav@example.com
Башполченко,Богданна,Василівна,female,1983-01-09,Аудитор,хутір Судова Вишня,"сквер Героїв Крут, буд. 677, Боково-Хрустальне, 40948",+380 36 959-53-01,samoilenkosnizhana@example.com
Адаменко,Валерій,Остапович,male,1987-04-19,Аналітик даних,селище Володимир-Волинський,"набережна Селищний, буд. 38, Брянка, 12491",+380 69 504 13 11,verkhovynetsoksana@example.org
Чуйко,Ліза,Вікторівна,female,1995-01-26,Асистент керівника,селище Хрестівка,"провулок Семінарська, буд. 542 кв. 252, Дергачі, 95453",288-94-21,klymentiemets@example.com
Валенко,Йосип,Станіславович,male,1973-12-13,Кадровий менеджер,селище Ізюм,"узвіз Усатівська, буд. 398, Золочів, 52762",+380 (41) 256-99-28,emiliiademydenko@example.org
Демʼяненко,Дарина,Мар'янівна,female,1989-01-18,PR-менеджер,місто Єнакієве,"проспект Ширшова, буд. 99, Могилів-Подільський, 22003",257-10-14,leon21@example.com
Ребрик,Аврелій,Олегович,male,1939-11-11,Асистент керівника,селище Луганськ,"проспект Бузковий 1-й, буд. 511 кв. 1, Зіньків, 64686",+380 (76) 739-38-58,olehmalyk@example.com
Черінько,Богодар,Ярославович,male,2007-07-09,Інженер з якості,місто Ватутіне,"вулиця Каспійський, буд. 6, Олександрія, 26900",288 20 64,tiahnybokhanna@example.org
Щербань,Богуслав,Станіславович,male,1958-06-12,Офіс-менеджер,хутір Довжанськ,"набережна Місячна, буд. 021, Алупка, 01372",+380 93 447-12-18,kolesnychenkozynovii@example.com
Оробець,Єлисей,Федорович,male,1966-12-27,Аналітик даних,місто Узин,"вулиця Наявний 3-й, буд. 299 кв. 05, Дружба , 33838",738 33 26,odarkasmyk@example.net
Яременко,Ганна,Тарасівна,female,1965-11-08,Фінансовий аналітик,місто Таврійськ,"проспект Амундсена, 1-й, буд. 346, Новий Розділ, 33067",054 45 06,parasiukzakhar@example.net
Ванченко,Соломон,Мар'янович,male,1970-05-11,Офіс-менеджер,хутір Моспине,"узвіз Василя Симоненка, буд. 08, Світловодськ, 32100",+380 45 940-09-75,vashchenko-zakharchenkoviktor@example.com
Кальченко,Орина,Петрівна,female,1980-01-23,Менеджер з продукту,місто Самбір,"провулок Ключовий 2-й, буд. 660 кв. 952, Донецьк, 11554",337-76-47,parmenshcherbak@example.com
Хмара,Стефан,Остапович,male,1965-08-12,Архітектор,село Івано-Франківськ,"площа Олександра Невського 2-й, буд. 397 кв. 192, Корець, 44442",+380 49 939-00-14,avreliizhaivoron@example.com
Василашко,Гаврило,Олексійович,male,1974-12-13,Офіс-менеджер,хутір Географія Вільнянська,"площа Баркасний, буд. 4, Приморськ (Україна), 04507",+380 80 446 63 67,oleksandrdemianiuk@example.org
Акуленко,Симон,Григорійович,male,1984-03-20,Програміст,місто Новгород-Сіверський,"сквер Лінія 48-ма, буд. 6, Знам'янка, 88028",+380 86 399-46-94,edyta06@example.com
Лагода,Олег,Павлович,male,1962-03-12,Фінансовий аналітик,хутір Тетіїв,"вулиця Водопровідний 2-й, буд. 6 кв. 9, Глобине, 23950",021 917-15-56,rtalan@example.net
Негода,Хома,Олександрович,male,1950-06-16,Системний адміністратор,селище Новий Буг,"парк Казковий, буд. 997, Володимир-Волинський, 47622",025 765 26 24,udovychenkoemiliia@example.com
Гречаник,Еріка,Данилівна,female,1974-02-27,HR-менеджер,селище Моршин,"провулок Студентський, буд. 4 кв. 7, Карлівка, 86198",+380 59 257 42 10,udanko@example.net
Микитюк,Олена,Сергіївна,female,1984-09-08,Інженер з якості,село Білицьке,"площа Польський узвіз, буд. 8, Південне , 86162",+380 (80) 941-69-39,svitlana79@example.net
Ткаченко,Охрім,Ярославович,male,1994-04-10,Менеджер з продажу,селище Деражня,"парк Архітекторська, буд. 816 кв. 54, Камінь-Каширський, 53477",554-45-95,roksolana38@example.org
Бебешко,Богданна,Ігорівна,female,1953-09-23,Менеджер з продукту,село Новодружеськ,"узвіз Пастера, буд. 487, Бахмач, 19786",079 800-06-69,lokhrimenko@example.com
Рябошапка,Марта,Федорівна,female,1943-05-22,Асистент керівника,хутір Теплодар,"провулок Сурикова, буд. 6, Тернопіль, 49117",065 733-46-29,kbevz@example.net
Давиденко,Златослава,Кирилівна,female,1945-08-13,Фінансовий аналітик,село Біла Церква,"площа Вільгельма Габсбурга, буд. 201, Бібрка, 18258",+380 28 850-87-46,tbatiuk@example.net
Балабан,Лесь,Назарович,male,1945-05-02,HR-менеджер,село Жидачів,"парк Лїнія 1-ша, буд. 7 кв. 66, Бершадь, 81841",+380 76 813 19 01,ztovstolis@example.com
Вітрук,Дарина,Давидівна,female,1954-02-17,Програміст,селище Олешки,"сквер Миколи Плигуна, буд. 5, Кам'янка-Бузька, 51281",+380 96 325 51 94,holoborodkokyrylo@example.org
